,brand,model,screen_size,color,harddisk,cpu,ram,OS,cpu_speed,rating,price
4072,MSI,Stealth 15M B12UE,15.6 Inches,Core Black,2 TB,Core i7 Family,48 GB,Windows 10 Home,,,"$1,689.00 "
4073,Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,,,$773.99 
4074,Dell,Precision 3581 Laptop,15.6 Inches,Silver,512 GB,Core i9,16 GB,Windows 11 Pro,,,"$2,268.99 "
4075,Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,,,"$1,207.99 "
4076,Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,,,"$1,212.99 "
4077,Dell,Latitude 7340 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,,,"$1,311.99 "
4078,Dell,Latitude 3420 Laptop,14 Inches,,2000 GB,Core i5,,Windows 11 Home,,,$880.99 
4079,Dell,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",128 GB,Core i5,4 GB,Windows 10 Home,,,$764.99 
4080,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4081,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4082,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4083,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4084,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4085,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4086,Dell,Latitude 3520 Laptop,15.6 Inches,,512 GB,Core i5,,Windows 10 Home,,,$921.16 
4087,Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,,,$802.99 
4088,Dell,Latitude 7420 Laptop,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Home,,,$801.99 
4089,Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,,,"$1,267.99 "
4090,Dell,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,783.99 "
4091,Dell,Latitude 7330 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,,$844.58 
4092,Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,,,"$4,143.99 "
4093,ASUS,TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Core i7 Family,16 GB,Windows 10 Home,,,"$1,179.00 "
4094,Dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,806.99 "
4095,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,64 GB,Windows 10 Home,,,$809.99 
4096,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,,,$633.99 
4097,Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",512 GB,Core i7,16 GB,Windows 11 Home,,,"$1,043.99 "
4098,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4099,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4100,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4101,Lenovo,ThinkPad T16 Gen 1,16 Inches,Thunder Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,,,"$1,839.00 "
4102,Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,,,$764.99 
4103,Dell,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,,,"$1,733.99 "
4104,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,385.99 "
4105,Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,708.99 "
4106,ASUS,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5 4600H,16 GB,Windows 10 Home,,,"$1,049.00 "
4107,Lenovo,IdeaPad 3 81X8,15.6 Inches,Almond,1 TB,Core i3 Family,12 GB,Windows 10 Home,,,$589.00 
4108,Dell,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,720.95 "
4109,DELL,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,24 GB,Windows 11 Pro,,,"$1,269.00 "
4110,Dell,Precision 7780 Laptop,17 Inches,Silver,32 GB,Core i9,128 GB,Windows 11 Pro,,,"$4,618.00 "
4111,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4112,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4113,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4114,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4115,Dell,Alienware x14 R2 Laptop,14 Inches,Silver,4000 GB,Core i7,32 GB,Windows 11 Pro,,,"$2,620.99 "
4116,Dell,Precision 3581 Laptop,15.6 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,,,"$1,576.99 "
4117,Dell,Latitude 5530 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,929.99 "
4118,Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Pro,,,"$1,204.99 "
4119,Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,,,"$3,212.99 "
4120,Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,,,"$2,815.30 "
4121,Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i9,64 GB,Windows 11 Home,,,"$3,378.36 "
4122,Dell,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Home,,,"$2,792.78 "
4123,Dell,Precision 3480 Laptop,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10 Pro,,,"$1,008.94 "
4124,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,,,"$2,580.73 "
4125,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4126,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4127,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4128,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 11 Home,,,"$1,816.99 "
4129,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,,,"$2,547.99 "
4130,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,,,$640.99 
4131,Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,023.99 "
4132,Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,,,$730.99 
4133,Dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,,,"$1,493.99 "
4134,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,,,"$2,675.99 "
4135,Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,,,"$1,667.99 "
4136,Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,16 GB,Windows 10 Home,,,"$3,496.99 "
4137,Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,,,"$2,616.99 "
4138,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,32 GB,Windows 10 Home,,,$672.99 
4139,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4140,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4141,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4142,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4143,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4144,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4145,Dell,Alienware m16 R1,16 Inches,Dark Metallic Moon,4 TB,Core i7 Family,64 GB,Windows 10 Home,,,"$2,699.00 "
4146,Dell,Latitude 7420 Laptop,14 Inches,,256 GB,Core i7,16 GB,Windows 10 Home,,,"$1,431.99 "
4147,Acer,Nitro 5 AN515,15.6 Inches,Obisidian Black,2 TB,Core i7 Family,64 GB,Windows 10 Home,,,"$1,819.00 "
4148,Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,,,"$3,514.99 "
4149,Dell,Latitude 5430 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$2,316.99 "
4150,Dell,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i7,8 GB,Windows 11 Pro,,,"$2,142.99 "
4151,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,,,"$2,409.99 "
4152,ASUS,ROG Strix G15,15.6 Inches,Eclipse gray,1 TB,AMD Ryzen 7,32 GB,Windows 11 Pro,,,"$1,279.00 "
4153,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4154,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4155,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4156,Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,,"$2,357.99 "
4157,Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,249.99 "
4158,Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,,,"$2,517.99 "
4159,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,64 GB,Windows 11 Home,,,"$2,636.99 "
4160,Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Pro,,,"$1,023.99 "
4161,Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,143.99 "
4162,Dell,Latitude 3420 Laptop,14 Inches,,512 GB,Core i5,16 GB,Windows 10 Home,,,$807.99 
4163,Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,139.99 "
4164,Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,,,$740.99 
4165,Dell,Precision 7770 Laptop,17.3 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Pro,,,"$3,533.99 "
4166,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4167,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4168,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4169,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4170,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4171,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4172,Dell,Precision 3470 Laptop,14 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,314.99 "
4173,Dell,G15 5515 Laptop,15.6 Inches,Grey,512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,,,"$1,334.99 "
4174,Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,,,"$3,829.99 "
4175,Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Home,,,"$2,595.99 "
4176,Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 11 Home,,,"$1,284.99 "
4177,Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,,,"$2,720.99 "
4178,Dell,Latitude 7340 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,724.99 "
4179,Dell,Latitude 7440 2-in-1,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,,,"$1,357.99 "
4180,Dell,Inspiron 5630 Laptop,16 Inches,Platinum Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,084.99 "
4181,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4182,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4183,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4184,DELL,G7 16 7620,16 Inches,Obsidian Black,2 TB,Intel Core i9,48 GB,Windows 11 Pro,,,"$2,219.99 "
4185,Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,084.99 "
4186,Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Pro,,,$954.94 
4187,HP,15-DW300,15.6 Inches,Natural Silver,2 TB,Core i5 Family,24 GB,Windows 11 Home,,,$989.00 
4188,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,16 GB,Windows 10 Home,,,$618.99 
4189,Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,64 GB,Windows 11 Home,,,"$1,313.99 "
4190,Dell,Inspiron 5410 Laptop,14 Inches,"Grey, Platinum Silver",128 GB,Core i7,4 GB,Windows 10 Home,,,$960.99 
4191,Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,309.99 "
4192,Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,422.99 "
4193,Dell,Latitude 3540 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,091.99 "
4194,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4195,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4196,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4197,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4198,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4199,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4200,Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,512 GB,Core i5,8 GB,Windows 11 Home,,,"$1,253.99 "
4201,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,32 GB,Windows 11 Home,,,"$3,111.99 "
4202,Dell,G15 5520,15.6 Inches,Dark Shadow Grey,2 TB,Core i7 Family,48 GB,Windows 10 Home,,,"$1,819.00 "
4203,Dell,Latitude 7330 2-in-1,13.3 Inches,Aluminum,256 GB,Core i5,16 GB,Windows 11 Pro,,,"$1,076.22 "
4204,Dell,Latitude 3520 Laptop,15.6 Inches,,2000 GB,Core i5,,Windows 11 Pro,,,$989.85 
4205,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,32 GB,Windows 11 Home,,,"$1,781.99 "
4206,Dell,Latitude 5340 2-in-1,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,,,"$1,341.99 "
4207,Dell,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,883.99 "
4208,Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,8 GB,Windows 11 Home,,,"$1,282.99 "
4209,Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i9,32 GB,Windows 11 Home,,,"$2,686.99 "
4210,acer,Nitro 5 AN515,15.6 Inches,Obsidian Black,1 TB,Core i7 Family,32 GB,Windows 10 Home,,,"$1,559.00 "
4211,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4212,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4213,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4214,Dell,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,,,"$1,305.17 "
4215,Dell,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,409.99 "
4216,Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,,,"$4,143.99 "
4217,Dell,Latitude 5440 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,,,"$1,395.99 "
4218,Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,,,"$1,229.99 "
4219,Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,,,"$1,138.50 "
4220,Dell,Latitude 3520 Laptop,15.6 Inches,,2000 GB,Core i7,,Windows 10 Home,,,"$1,768.99 "
4221,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i9,32 GB,Windows 11 Home,,,"$2,548.99 "
4222,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4223,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4224,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4225,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4226,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4227,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4228,Dell,XPS 9320 Laptop,13.4 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,,,"$1,355.84 "
4229,Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Home,,,"$2,477.99 "
4230,Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,,,"$3,176.99 "
4231,Dell,XPS 9320 Laptop,13.4 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,502.99 "
4232,Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,455.99 "
4233,Dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Home,,,"$2,280.99 "
4234,Dell,Latitude 7340 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,614.99 "
4235,Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,,,"$2,659.99 "
4236,ASUS,ASUS TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Core i7 Family,12 GB,Windows 11 Home,,,"$1,159.00 "
4237,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4238,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4239,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4240,HP,Pavilion 15,15.6 Inches,Natural Silver,512 GB,Core i7 Family,24 GB,Windows 11 Home,,,$989.00 
4241,Acer,Aspire 3,17.3 Inches,Pure Silver,512 GB,Core i5 Family,8 GB,Windows 11 Pro,,,$679.00 
4242,HP,Envy 17T-CR000,17.3 Inches,Natural Silver,512 GB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,299.00 "
4243,HP,Pavilion 15,15.6 Inches,Fog Blue,4 TB,Core i7 Family,64 GB,Windows 10 Home,,,"$1,599.00 "
4244,Acer,Aspire 5 A515,15.6 Inches,Pure Silver,2 TB,Ryzen 7,40 GB,Windows 10 Home,,,"$1,139.00 "
4245,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4246,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4247,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4248,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4249,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4250,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4251,HP,Pavilion 15,15.6 Inches,Fog Blue,2 TB,Core i7 Family,32 GB,Windows 11 Pro,,,"$1,419.00 "
4252,HP,Envy x360 2-in-1,15.6 Inches,Platinum Grey,2 TB,Core i7 Family,32 GB,Windows 11 Pro,,,"$1,599.00 "
4253,HP,Pavilion 15-EG200,15.6 Inches,Fog blue,1 TB,Core i7 Family,32 GB,Windows 11 Pro,,,"$1,239.00 "
4254,HP,HP Pavilion 15T-EG300,15.6 Inches,Natural Silver,1 TB,Core i7 Family,48 GB,Windows 10 Pro,,,"$1,379.00 "
4255,HP,Envy x360 2-in-1,15.6 Inches,Natural Silver,1 TB,Core i5 Family,32 GB,Windows 10 Pro,,,"$1,059.00 "
4256,HP,HP EliteBook 840 G6,14 Inches,Platinum,256 GB,Intel Core i5,16 GB,Windows 10 Pro 64-Bit,,,$322.75 
4257,Luqeeg,Luqeeg1y3tqmp0an-19,,,,,8 GB,,,,$224.96 
4258,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
4259,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
4260,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
4261,Lenovo,,,,,,16 GB,,,,"$1,594.95 "
4262,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 10 Home,,,"$2,155.99 "
4263,Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,,,"$1,000.99 "
4264,Dell,Precision 7560 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 10 Home,,,"$2,219.99 "
4265,Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Home,,,"$2,337.99 "
4266,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,,,$734.99 
4267,Dell,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i7,8 GB,Windows 11 Pro,,,"$2,142.99 "
4268,Dell,Precision 7560 Laptop,15.6 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Pro,,,"$2,085.99 "
4269,Dell,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Core i7,32 GB,Windows 11 Home,,,"$1,730.99 "
4270,Dell,G15,15.6 Inches,Dark Shadow Grey,1 TB,Core i7 Family,24 GB,Windows 11 Pro,,,"$1,599.00 "
4271,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
4272,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
4273,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
4274,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
4275,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
4276,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
4277,Dell,Latitude 5340 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,,,$991.99 
4278,Dell,Latitude 5540 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,,,"$1,382.99 "
4279,HP,Envy x360 2-in-1,15.6 Inches,Platinum Silver,1 TB,Core i7 Family,32 GB,Windows 10 Home,,,"$1,349.00 "
